ID or #		Start	End	Type	Contig
utr_Tb11.v5.0829.1_2		4329106	4331105	partial	NODE_2945_length_1793_cov_5.994172:128-1,NODE_6183_length_776_cov_7.949928:648-776
Tb927.9.9690		1541392	1542539	complete	NODE_27_length_125125_cov_9.952450:26506-25359
Tb927.9.9690:mRNA		1541392	1542539	complete	NODE_27_length_125125_cov_9.952450:26506-25359
exon_Tb927.9.9690-E1		1541392	1542539	complete	NODE_27_length_125125_cov_9.952450:26506-25359
Tb927.9.9690:mRNA-p1-CDS1		1541763	1542467	complete	NODE_27_length_125125_cov_9.952450:26135-25431
utr_Tb927.9.9690:mRNA_1		1541392	1541762	complete	NODE_27_length_125125_cov_9.952450:26506-26136
utr_Tb927.9.9690:mRNA_2		1542468	1542539	complete	NODE_27_length_125125_cov_9.952450:25430-25359
Tb927.4.4220		1116020	1118160	complete	NODE_231_length_22013_cov_9.342496:12697-14837
Tb927.4.4220:mRNA		1116020	1118160	complete	NODE_231_length_22013_cov_9.342496:12697-14837
exon_Tb927.4.4220-E1		1116020	1118160	complete	NODE_231_length_22013_cov_9.342496:12697-14837
Tb927.4.4220:mRNA-p1-CDS1		1116457	1118148	complete	NODE_231_length_22013_cov_9.342496:13134-14825
utr_Tb927.4.4220:mRNA_1		1116020	1116456	complete	NODE_231_length_22013_cov_9.342496:12697-13133
utr_Tb927.4.4220:mRNA_2		1118149	1118160	complete	NODE_231_length_22013_cov_9.342496:14826-14837
Tb927.9.820		193524	195704	partial	NODE_2460_length_2227_cov_10.619070:2227-109
Tb927.9.820:pseudogenic_transcript		193524	195704	partial	NODE_2460_length_2227_cov_10.619070:2227-109
exon_Tb927.9.820-E1		193524	195570	partial	NODE_2460_length_2227_cov_10.619070:2227-243
exon_Tb927.9.820-E2		195572	195704	complete	NODE_2460_length_2227_cov_10.619070:241-109
Tb927.9.820:pseudogenic_transcript-p1-CDS1		194090	195570	complete	NODE_2460_length_2227_cov_10.619070:1723-243
Tb927.9.820:pseudogenic_transcript-p1-CDS2		195572	195704	complete	NODE_2460_length_2227_cov_10.619070:241-109
utr_Tb927.9.820:pseudogenic_transcript_1		193524	194089	partial	NODE_2460_length_2227_cov_10.619070:2227-1724
Tb927.7.6200		1677633	1679493	complete	NODE_57_length_92031_cov_9.529961:85713-83853
Tb927.7.6200:mRNA		1677633	1679493	complete	NODE_57_length_92031_cov_9.529961:85713-83853
exon_Tb927.7.6200-E1		1677633	1679493	complete	NODE_57_length_92031_cov_9.529961:85713-83853
Tb927.7.6200:mRNA-p1-CDS1		1678522	1679376	complete	NODE_57_length_92031_cov_9.529961:84824-83970
utr_Tb927.7.6200:mRNA_1		1677633	1678521	complete	NODE_57_length_92031_cov_9.529961:85713-84825
utr_Tb927.7.6200:mRNA_2		1679377	1679493	complete	NODE_57_length_92031_cov_9.529961:83969-83853
Tb927.10.3650		946359	950218	complete	NODE_4_length_278061_cov_9.982416:145949-149808
Tb927.10.3650:mRNA		946359	950218	complete	NODE_4_length_278061_cov_9.982416:145949-149808
exon_Tb927.10.3650-E1		946359	950218	complete	NODE_4_length_278061_cov_9.982416:145949-149808
Tb927.10.3650:mRNA-p1-CDS1		946359	950057	complete	NODE_4_length_278061_cov_9.982416:145949-149647
utr_Tb927.10.3650:mRNA_1		950058	950218	complete	NODE_4_length_278061_cov_9.982416:149648-149808
Tb927.7.6210		1679417	1681190	complete	NODE_57_length_92031_cov_9.529961:83929-82156
Tb927.7.6210:mRNA		1679417	1681190	complete	NODE_57_length_92031_cov_9.529961:83929-82156
exon_Tb927.7.6210-E1		1679417	1681190	complete	NODE_57_length_92031_cov_9.529961:83929-82156
Tb927.7.6210:mRNA-p1-CDS1		1680051	1680836	complete	NODE_57_length_92031_cov_9.529961:83295-82510
utr_Tb927.7.6210:mRNA_1		1679417	1680050	complete	NODE_57_length_92031_cov_9.529961:83929-83296
utr_Tb927.7.6210:mRNA_2		1680837	1681190	complete	NODE_57_length_92031_cov_9.529961:82509-82156
Tb927.4.4620		1276885	1277847	complete	NODE_234_length_21773_cov_10.386292:8170-7208
Tb927.4.4620:mRNA		1276885	1277847	complete	NODE_234_length_21773_cov_10.386292:8170-7208
exon_Tb927.4.4620-E1		1276885	1277847	complete	NODE_234_length_21773_cov_10.386292:8170-7208
Tb927.4.4620:mRNA-p1-CDS1		1277331	1277804	complete	NODE_234_length_21773_cov_10.386292:7724-7251
utr_Tb927.4.4620:mRNA_1		1276885	1277330	complete	NODE_234_length_21773_cov_10.386292:8170-7725
utr_Tb927.4.4620:mRNA_2		1277805	1277847	complete	NODE_234_length_21773_cov_10.386292:7250-7208
Tb927.9.16040		2544004	2545880	partial	NODE_4484_length_1080_cov_7.169492:1-571
Tb927.9.16040:pseudogenic_transcript		2544004	2545880	partial	NODE_4484_length_1080_cov_7.169492:1-571
exon_Tb927.9.16040-E1		2544004	2545880	partial	NODE_4484_length_1080_cov_7.169492:1-571
Tb927.9.16040:pseudogenic_transcript-p1-CDS1		2544360	2545880	partial	NODE_4484_length_1080_cov_7.169492:1-571
Tb927.11.12340		3297453	3298821	complete	NODE_50_length_97758_cov_9.932259:18148-16780
Tb927.11.12340:mRNA		3297453	3298821	complete	NODE_50_length_97758_cov_9.932259:18148-16780
exon_Tb927.11.12340-E1		3297453	3298821	complete	NODE_50_length_97758_cov_9.932259:18148-16780
Tb927.11.12340:mRNA-p1-CDS1		3297584	3298420	complete	NODE_50_length_97758_cov_9.932259:18017-17181
utr_Tb927.11.12340:mRNA_1		3297453	3297583	complete	NODE_50_length_97758_cov_9.932259:18148-18018
utr_Tb927.11.12340:mRNA_2		3298421	3298821	complete	NODE_50_length_97758_cov_9.932259:17180-16780
Tb927.5.2450		841885	846107	complete	NODE_2_length_304512_cov_9.983402:299862-295640
Tb927.5.2450:pseudogenic_transcript		841885	846107	complete	NODE_2_length_304512_cov_9.983402:299862-295640
exon_Tb927.5.2450-E1		841885	846107	complete	NODE_2_length_304512_cov_9.983402:299862-295640
Tb927.5.2450:pseudogenic_transcript-p1-CDS1		842997	846107	complete	NODE_2_length_304512_cov_9.983402:298750-295640
utr_Tb927.5.2450:pseudogenic_transcript_1		841885	842996	complete	NODE_2_length_304512_cov_9.983402:299862-298751
Tb927.11.11510		3085295	3086464	complete	NODE_287_length_16472_cov_9.864044:10563-11732
Tb927.11.11510:mRNA		3085295	3086464	complete	NODE_287_length_16472_cov_9.864044:10563-11732
exon_Tb927.11.11510-E1		3085295	3086464	complete	NODE_287_length_16472_cov_9.864044:10563-11732
Tb927.11.11510:mRNA-p1-CDS1		3085404	3086285	complete	NODE_287_length_16472_cov_9.864044:10672-11553
utr_Tb927.11.11510:mRNA_1		3085295	3085403	complete	NODE_287_length_16472_cov_9.864044:10563-10671
utr_Tb927.11.11510:mRNA_2		3086286	3086464	complete	NODE_287_length_16472_cov_9.864044:11554-11732
Tb927.2.5970		1082338	1084214	complete	NODE_193_length_29049_cov_9.601546:24087-22211
Tb927.2.5970:mRNA		1082338	1084214	complete	NODE_193_length_29049_cov_9.601546:24087-22211
exon_Tb927.2.5970-E1		1082338	1084214	complete	NODE_193_length_29049_cov_9.601546:24087-22211
Tb927.2.5970:mRNA-p1-CDS1		1082354	1083616	complete	NODE_193_length_29049_cov_9.601546:24071-22809
utr_Tb927.2.5970:mRNA_1		1082338	1082353	complete	NODE_193_length_29049_cov_9.601546:24087-24072
utr_Tb927.2.5970:mRNA_2		1083617	1084214	complete	NODE_193_length_29049_cov_9.601546:22808-22211
Tb927.4.5600		1527695	1529229	complete	NODE_425_length_10717_cov_5.808835:5500-7034
Tb927.4.5600:pseudogenic_transcript		1527695	1529229	complete	NODE_425_length_10717_cov_5.808835:5500-7034
exon_Tb927.4.5600-E1		1527695	1529229	complete	NODE_425_length_10717_cov_5.808835:5500-7034
Tb927.4.5600:pseudogenic_transcript-p1-CDS1		1527696	1529135	complete	NODE_425_length_10717_cov_5.808835:5501-6940
utr_Tb927.4.5600:pseudogenic_transcript_1		1527695	1527695	complete	NODE_425_length_10717_cov_5.808835:5500-5500
utr_Tb927.4.5600:pseudogenic_transcript_2		1529136	1529229	complete	NODE_425_length_10717_cov_5.808835:6941-7034
Tb927.10.1310		346813	349808	complete	NODE_164_length_36840_cov_9.687621:15432-18427
Tb927.10.1310:mRNA		346813	349808	complete	NODE_164_length_36840_cov_9.687621:15432-18427
exon_Tb927.10.1310-E1		346813	349808	complete	NODE_164_length_36840_cov_9.687621:15432-18427
Tb927.10.1310:mRNA-p1-CDS1		346870	349704	complete	NODE_164_length_36840_cov_9.687621:15489-18323
utr_Tb927.10.1310:mRNA_1		346813	346869	complete	NODE_164_length_36840_cov_9.687621:15432-15488
utr_Tb927.10.1310:mRNA_2		349705	349808	complete	NODE_164_length_36840_cov_9.687621:18324-18427
Tb927.6.4000		1172480	1175206	complete	NODE_25_length_130759_cov_10.938079:105260-102534
Tb927.6.4000:mRNA		1172480	1175206	complete	NODE_25_length_130759_cov_10.938079:105260-102534
exon_Tb927.6.4000-E1		1172480	1175206	complete	NODE_25_length_130759_cov_10.938079:105260-102534
Tb927.6.4000:mRNA-p1-CDS1		1173822	1175072	complete	NODE_25_length_130759_cov_10.938079:103918-102668
utr_Tb927.6.4000:mRNA_1		1172480	1173821	complete	NODE_25_length_130759_cov_10.938079:105260-103919
utr_Tb927.6.4000:mRNA_2		1175073	1175206	complete	NODE_25_length_130759_cov_10.938079:102667-102534
Tb927.11.2610		765842	768322	partial	NODE_90_length_66552_cov_9.575705:63602-64637,NODE_90_length_66552_cov_9.575705:64738-66053
Tb927.11.2610:mRNA		765842	768322	partial	NODE_90_length_66552_cov_9.575705:63602-64637,NODE_90_length_66552_cov_9.575705:64738-66053
exon_Tb927.11.2610-E1		765842	768322	partial	NODE_90_length_66552_cov_9.575705:63602-64637,NODE_90_length_66552_cov_9.575705:64738-66053
Tb927.11.2610:mRNA-p1-CDS1		766672	768057	partial	NODE_90_length_66552_cov_9.575705:64432-64637,NODE_90_length_66552_cov_9.575705:64738-65788
utr_Tb927.11.2610:mRNA_1		765842	766671	complete	NODE_90_length_66552_cov_9.575705:63602-64431
utr_Tb927.11.2610:mRNA_2		768058	768322	complete	NODE_90_length_66552_cov_9.575705:65789-66053
Tb927.10.5820		1442880	1446315	complete	NODE_70_length_79957_cov_10.375438:35582-39017
Tb927.10.5820:mRNA		1442880	1446315	complete	NODE_70_length_79957_cov_10.375438:35582-39017
exon_Tb927.10.5820-E1		1442880	1446315	complete	NODE_70_length_79957_cov_10.375438:35582-39017
Tb927.10.5820:mRNA-p1-CDS1		1443283	1446294	complete	NODE_70_length_79957_cov_10.375438:35985-38996
utr_Tb927.10.5820:mRNA_1		1442880	1443282	complete	NODE_70_length_79957_cov_10.375438:35582-35984
utr_Tb927.10.5820:mRNA_2		1446295	1446315	complete	NODE_70_length_79957_cov_10.375438:38997-39017
Tb927.6.1490		522991	524632	complete	NODE_32_length_117419_cov_10.103501:27129-28770
Tb927.6.1490.2:mRNA		522991	524632	complete	NODE_32_length_117419_cov_10.103501:27129-28770
Tb927.6.1490.1:mRNA		522991	524434	complete	NODE_32_length_117419_cov_10.103501:27129-28572
exon_Tb927.6.1490-E1		522991	524632	complete	NODE_32_length_117419_cov_10.103501:27129-28770
exon_Tb927.6.1490-E2		522991	524434	complete	NODE_32_length_117419_cov_10.103501:27129-28572
Tb927.6.1490.2:mRNA-p1-CDS1		523150	524460	complete	NODE_32_length_117419_cov_10.103501:27288-28598
Tb927.6.1490.1:mRNA-p1-CDS1		523150	524334	complete	NODE_32_length_117419_cov_10.103501:27288-28472
utr_Tb927.6.1490.2:mRNA_1		522991	523149	complete	NODE_32_length_117419_cov_10.103501:27129-27287
utr_Tb927.6.1490.1:mRNA_1		522991	523149	complete	NODE_32_length_117419_cov_10.103501:27129-27287
utr_Tb927.6.1490.1:mRNA_2		524335	524434	complete	NODE_32_length_117419_cov_10.103501:28473-28572
utr_Tb927.6.1490.2:mRNA_2		524461	524632	complete	NODE_32_length_117419_cov_10.103501:28599-28770
Tb927.11.11990		3218915	3220432	complete	NODE_50_length_97758_cov_9.932259:96686-95169
Tb927.11.11990:mRNA		3218915	3220432	complete	NODE_50_length_97758_cov_9.932259:96686-95169
exon_Tb927.11.11990-E1		3218915	3220432	complete	NODE_50_length_97758_cov_9.932259:96686-95169
Tb927.11.11990:mRNA-p1-CDS1		3219445	3219927	complete	NODE_50_length_97758_cov_9.932259:96156-95674
utr_Tb927.11.11990:mRNA_1		3218915	3219444	complete	NODE_50_length_97758_cov_9.932259:96686-96157
utr_Tb927.11.11990:mRNA_2		3219928	3220432	complete	NODE_50_length_97758_cov_9.932259:95673-95169
Tb927.3.2770		711457	715363	complete	NODE_95_length_64460_cov_10.163009:22615-26521
Tb927.3.2770.1:mRNA		711457	715336	complete	NODE_95_length_64460_cov_10.163009:22615-26494
Tb927.3.2770.2:mRNA		711457	715363	complete	NODE_95_length_64460_cov_10.163009:22615-26521
exon_Tb927.3.2770-E1		711457	715363	complete	NODE_95_length_64460_cov_10.163009:22615-26521
exon_Tb927.3.2770-E2		711457	715336	complete	NODE_95_length_64460_cov_10.163009:22615-26494
Tb927.3.2770.1:mRNA-p1-CDS1		711932	715150	complete	NODE_95_length_64460_cov_10.163009:23090-26308
Tb927.3.2770.2:mRNA-p1-CDS1		711932	715342	complete	NODE_95_length_64460_cov_10.163009:23090-26500
utr_Tb927.3.2770.1:mRNA_1		711457	711931	complete	NODE_95_length_64460_cov_10.163009:22615-23089
utr_Tb927.3.2770.2:mRNA_1		711457	711931	complete	NODE_95_length_64460_cov_10.163009:22615-23089
utr_Tb927.3.2770.1:mRNA_2		715151	715336	complete	NODE_95_length_64460_cov_10.163009:26309-26494
utr_Tb927.3.2770.2:mRNA_2		715343	715363	complete	NODE_95_length_64460_cov_10.163009:26501-26521
Tb927.3.3010		771611	772205	complete	NODE_96_length_64388_cov_9.860739:17143-17737
Tb927.3.3010:mRNA		771611	772205	complete	NODE_96_length_64388_cov_9.860739:17143-17737
exon_Tb927.3.3010-E1		771611	772205	complete	NODE_96_length_64388_cov_9.860739:17143-17737
Tb927.3.3010:mRNA-p1-CDS1		771764	771988	complete	NODE_96_length_64388_cov_9.860739:17296-17520
utr_Tb927.3.3010:mRNA_1		771611	771763	complete	NODE_96_length_64388_cov_9.860739:17143-17295
utr_Tb927.3.3010:mRNA_2		771989	772205	complete	NODE_96_length_64388_cov_9.860739:17521-17737
Tb10.v4.0076		6264	7721	partial	NODE_1891_length_2957_cov_14.196875:1759-1554,NODE_1435_length_3781_cov_5.499730:3097-2555
Tb10.v4.0076:pseudogenic_transcript		6264	7721	partial	NODE_1891_length_2957_cov_14.196875:1759-1554,NODE_1435_length_3781_cov_5.499730:3097-2555
exon_Tb10.v4.0076-E1		6264	7721	partial	NODE_1891_length_2957_cov_14.196875:1759-1554,NODE_1435_length_3781_cov_5.499730:3097-2555
Tb10.v4.0076:pseudogenic_transcript-p1-CDS1		6264	7721	partial	NODE_1891_length_2957_cov_14.196875:1759-1554,NODE_1435_length_3781_cov_5.499730:3097-2555
Tb927.10.6880		1730060	1731115	complete	NODE_202_length_26872_cov_9.898824:1740-685
Tb927.10.6880:mRNA		1730060	1731115	complete	NODE_202_length_26872_cov_9.898824:1740-685
exon_Tb927.10.6880-E1		1730060	1731115	complete	NODE_202_length_26872_cov_9.898824:1740-685
Tb927.10.6880:mRNA-p1-CDS1		1730120	1731115	complete	NODE_202_length_26872_cov_9.898824:1680-685
utr_Tb927.10.6880:mRNA_1		1730060	1730119	complete	NODE_202_length_26872_cov_9.898824:1740-1681
Tb927.8.4400		1309018	1311544	complete	NODE_15_length_161245_cov_9.686898:89119-91645
Tb927.8.4400:mRNA		1309018	1311544	complete	NODE_15_length_161245_cov_9.686898:89119-91645
exon_Tb927.8.4400-E1		1309018	1311544	complete	NODE_15_length_161245_cov_9.686898:89119-91645
Tb927.8.4400:mRNA-p1-CDS1		1309520	1311526	complete	NODE_15_length_161245_cov_9.686898:89621-91627
utr_Tb927.8.4400:mRNA_1		1309018	1309519	complete	NODE_15_length_161245_cov_9.686898:89119-89620
utr_Tb927.8.4400:mRNA_2		1311527	1311544	complete	NODE_15_length_161245_cov_9.686898:91628-91645
Tb927.9.5150		912889	913368	complete	NODE_53_length_97259_cov_10.152333:1567-2046
Tb927.9.5150:mRNA		912889	913368	complete	NODE_53_length_97259_cov_10.152333:1567-2046
exon_Tb927.9.5150-E1		912889	913368	complete	NODE_53_length_97259_cov_10.152333:1567-2046
Tb927.9.5150:mRNA-p1-CDS1		912912	913292	complete	NODE_53_length_97259_cov_10.152333:1590-1970
utr_Tb927.9.5150:mRNA_1		912889	912911	complete	NODE_53_length_97259_cov_10.152333:1567-1589
utr_Tb927.9.5150:mRNA_2		913293	913368	complete	NODE_53_length_97259_cov_10.152333:1971-2046
Tb927.10.2630		679005	680914	complete	NODE_101_length_62283_cov_9.677716:9915-11824
Tb927.10.2630:mRNA		679005	680914	complete	NODE_101_length_62283_cov_9.677716:9915-11824
exon_Tb927.10.2630-E1		679005	680914	complete	NODE_101_length_62283_cov_9.677716:9915-11824
Tb927.10.2630:mRNA-p1-CDS1		679858	680691	complete	NODE_101_length_62283_cov_9.677716:10768-11601
utr_Tb927.10.2630:mRNA_1		679005	679857	complete	NODE_101_length_62283_cov_9.677716:9915-10767
utr_Tb927.10.2630:mRNA_2		680692	680914	complete	NODE_101_length_62283_cov_9.677716:11602-11824
Tb927.8.4680		1374306	1375582	complete	NODE_15_length_161245_cov_9.686898:155352-156628
Tb927.8.4680:mRNA		1374306	1375582	complete	NODE_15_length_161245_cov_9.686898:155352-156628
exon_Tb927.8.4680-E1		1374306	1375582	complete	NODE_15_length_161245_cov_9.686898:155352-156628
Tb927.8.4680:mRNA-p1-CDS1		1374612	1375526	complete	NODE_15_length_161245_cov_9.686898:155658-156572
utr_Tb927.8.4680:mRNA_1		1374306	1374611	complete	NODE_15_length_161245_cov_9.686898:155352-155657
utr_Tb927.8.4680:mRNA_2		1375527	1375582	complete	NODE_15_length_161245_cov_9.686898:156573-156628
Tb927.11.11040		2952148	2953199	complete	NODE_1_length_313212_cov_10.820384:4253-3202
Tb927.11.11040:mRNA		2952148	2953199	complete	NODE_1_length_313212_cov_10.820384:4253-3202
exon_Tb927.11.11040-E1		2952148	2953199	complete	NODE_1_length_313212_cov_10.820384:4253-3202
Tb927.11.11040:mRNA-p1-CDS1		2952157	2953017	complete	NODE_1_length_313212_cov_10.820384:4244-3384
utr_Tb927.11.11040:mRNA_1		2952148	2952156	complete	NODE_1_length_313212_cov_10.820384:4253-4245
utr_Tb927.11.11040:mRNA_2		2953018	2953199	complete	NODE_1_length_313212_cov_10.820384:3383-3202
Tb927.9.11970		1870821	1872527	complete	NODE_21_length_151929_cov_10.138345:89822-88116
Tb927.9.11970:mRNA		1870821	1872527	complete	NODE_21_length_151929_cov_10.138345:89822-88116
exon_Tb927.9.11970-E1		1870821	1872527	complete	NODE_21_length_151929_cov_10.138345:89822-88116
Tb927.9.11970:mRNA-p1-CDS1		1870821	1872527	complete	NODE_21_length_151929_cov_10.138345:89822-88116
Tb927.10.12060		2936184	2940787	complete	NODE_283_length_16701_cov_9.720404:16250-11647
Tb927.10.12060:mRNA		2936184	2940787	complete	NODE_283_length_16701_cov_9.720404:16250-11647
exon_Tb927.10.12060-E1		2936184	2940787	complete	NODE_283_length_16701_cov_9.720404:16250-11647
Tb927.10.12060:mRNA-p1-CDS1		2936306	2940787	complete	NODE_283_length_16701_cov_9.720404:16128-11647
utr_Tb927.10.12060:mRNA_1		2936184	2936305	complete	NODE_283_length_16701_cov_9.720404:16250-16129
Tb927.10.8540		2118238	2119903	complete	NODE_430_length_10523_cov_10.803370:821-2486
Tb927.10.8540:mRNA		2118238	2119903	complete	NODE_430_length_10523_cov_10.803370:821-2486
exon_Tb927.10.8540-E1		2118238	2119903	complete	NODE_430_length_10523_cov_10.803370:821-2486
Tb927.10.8540:mRNA-p1-CDS1		2118253	2119263	complete	NODE_430_length_10523_cov_10.803370:836-1846
utr_Tb927.10.8540:mRNA_1		2118238	2118252	complete	NODE_430_length_10523_cov_10.803370:821-835
utr_Tb927.10.8540:mRNA_2		2119264	2119903	complete	NODE_430_length_10523_cov_10.803370:1847-2486
Tb09.v4.0070		13659	15167	partial	NODE_592_length_7854_cov_5.898547:3102-1849
Tb09.v4.0070:pseudogenic_transcript		13659	15167	partial	NODE_592_length_7854_cov_5.898547:3102-1849
exon_Tb09.v4.0070-E1		13659	15167	partial	NODE_592_length_7854_cov_5.898547:3102-1849
Tb09.v4.0070:pseudogenic_transcript-p1-CDS1		13659	15167	partial	NODE_592_length_7854_cov_5.898547:3102-1849
Tb927.11.160		37006	37661	complete	NODE_65_length_84261_cov_5.093450:82363-81708
Tb927.11.160:mRNA		37006	37661	complete	NODE_65_length_84261_cov_5.093450:82363-81708
exon_Tb927.11.160-E1		37006	37661	complete	NODE_65_length_84261_cov_5.093450:82363-81708
Tb927.11.160:mRNA-p1-CDS1		37087	37446	complete	NODE_65_length_84261_cov_5.093450:82282-81923
utr_Tb927.11.160:mRNA_1		37006	37086	complete	NODE_65_length_84261_cov_5.093450:82363-82283
utr_Tb927.11.160:mRNA_2		37447	37661	complete	NODE_65_length_84261_cov_5.093450:81922-81708
Tb927.10.590		154814	157015	complete	NODE_163_length_36844_cov_9.295754:7354-9555
Tb927.10.590:mRNA		154814	157015	complete	NODE_163_length_36844_cov_9.295754:7354-9555
exon_Tb927.10.590-E1		154814	157015	complete	NODE_163_length_36844_cov_9.295754:7354-9555
Tb927.10.590:mRNA-p1-CDS1		154874	157015	complete	NODE_163_length_36844_cov_9.295754:7414-9555
utr_Tb927.10.590:mRNA_1		154814	154873	complete	NODE_163_length_36844_cov_9.295754:7354-7413
Tb927.2.2460		484516	487095	complete	NODE_24_length_147625_cov_9.834603:50993-53572
Tb927.2.2460:mRNA		484516	487095	complete	NODE_24_length_147625_cov_9.834603:50993-53572
exon_Tb927.2.2460-E1		484516	487095	complete	NODE_24_length_147625_cov_9.834603:50993-53572
Tb927.2.2460:mRNA-p1-CDS1		486394	486990	complete	NODE_24_length_147625_cov_9.834603:52871-53467
utr_Tb927.2.2460:mRNA_1		484516	486393	complete	NODE_24_length_147625_cov_9.834603:50993-52870
utr_Tb927.2.2460:mRNA_2		486991	487095	complete	NODE_24_length_147625_cov_9.834603:53468-53572
Tb927.11.12490		3349265	3351166	complete	NODE_49_length_97772_cov_10.077762:72489-70588
Tb927.11.12490:mRNA		3349265	3351166	complete	NODE_49_length_97772_cov_10.077762:72489-70588
exon_Tb927.11.12490-E1		3349265	3351166	complete	NODE_49_length_97772_cov_10.077762:72489-70588
Tb927.11.12490:mRNA-p1-CDS1		3349505	3351166	complete	NODE_49_length_97772_cov_10.077762:72249-70588
utr_Tb927.11.12490:mRNA_1		3349265	3349504	complete	NODE_49_length_97772_cov_10.077762:72489-72250
Tb927.11.5790		1644873	1646849	complete	NODE_3_length_302306_cov_9.971508:263276-265252
Tb927.11.5790:mRNA		1644873	1646849	complete	NODE_3_length_302306_cov_9.971508:263276-265252
exon_Tb927.11.5790-E1		1644873	1646849	complete	NODE_3_length_302306_cov_9.971508:263276-265252
Tb927.11.5790:mRNA-p1-CDS1		1645402	1646223	complete	NODE_3_length_302306_cov_9.971508:263805-264626
utr_Tb927.11.5790:mRNA_1		1644873	1645401	complete	NODE_3_length_302306_cov_9.971508:263276-263804
utr_Tb927.11.5790:mRNA_2		1646224	1646849	complete	NODE_3_length_302306_cov_9.971508:264627-265252
Tb927.10.1390		366477	367762	partial	NODE_164_length_36840_cov_9.687621:35231-36446
Tb927.10.1390:mRNA		366477	367762	partial	NODE_164_length_36840_cov_9.687621:35231-36446
exon_Tb927.10.1390-E1		366477	367762	partial	NODE_164_length_36840_cov_9.687621:35231-36446
Tb927.10.1390:mRNA-p1-CDS1		366820	367524	complete	NODE_164_length_36840_cov_9.687621:35504-36208
utr_Tb927.10.1390:mRNA_1		366477	366819	partial	NODE_164_length_36840_cov_9.687621:35231-35503
utr_Tb927.10.1390:mRNA_2		367525	367762	complete	NODE_164_length_36840_cov_9.687621:36209-36446
Tb927.9.8060		1333497	1335593	complete	NODE_64_length_85473_cov_10.168977:83016-85112
Tb927.9.8060:mRNA		1333497	1335593	complete	NODE_64_length_85473_cov_10.168977:83016-85112
exon_Tb927.9.8060-E1		1333497	1335593	complete	NODE_64_length_85473_cov_10.168977:83016-85112
Tb927.9.8060:mRNA-p1-CDS1		1333765	1335495	complete	NODE_64_length_85473_cov_10.168977:83284-85014
utr_Tb927.9.8060:mRNA_1		1333497	1333764	complete	NODE_64_length_85473_cov_10.168977:83016-83283
utr_Tb927.9.8060:mRNA_2		1335496	1335593	complete	NODE_64_length_85473_cov_10.168977:85015-85112
Tb927.1.1090		307531	308220	complete	NODE_30_length_118686_cov_9.737398:110484-109795
Tb927.1.1090:mRNA		307531	308220	complete	NODE_30_length_118686_cov_9.737398:110484-109795
exon_Tb927.1.1090-E1		307531	308220	complete	NODE_30_length_118686_cov_9.737398:110484-109795
Tb927.1.1090:mRNA-p1-CDS1		307648	308220	complete	NODE_30_length_118686_cov_9.737398:110367-109795
utr_Tb927.1.1090:mRNA_1		307531	307647	complete	NODE_30_length_118686_cov_9.737398:110484-110368
Tb927.10.3000		782950	785373	complete	NODE_86_length_68408_cov_12.013639:16482-14059
Tb927.10.3000:mRNA		782950	785373	complete	NODE_86_length_68408_cov_12.013639:16482-14059
exon_Tb927.10.3000-E1		782950	785373	complete	NODE_86_length_68408_cov_12.013639:16482-14059
Tb927.10.3000:mRNA-p1-CDS1		783016	785373	complete	NODE_86_length_68408_cov_12.013639:16416-14059
utr_Tb927.10.3000:mRNA_1		782950	783015	complete	NODE_86_length_68408_cov_12.013639:16482-16417
Tb927.8.7420		2137296	2140618	partial	NODE_6416_length_748_cov_11.242921:488-1
Tb927.8.7420:mRNA		2137296	2140618	partial	NODE_6416_length_748_cov_11.242921:488-1
exon_Tb927.8.7420-E1		2137296	2140618	partial	NODE_6416_length_748_cov_11.242921:488-1
Tb927.8.7420:mRNA-p1-CDS1		2137644	2140223	partial	NODE_6416_length_748_cov_11.242921:140-1
utr_Tb927.8.7420:mRNA_1		2137296	2137643	complete	NODE_6416_length_748_cov_11.242921:488-141
Tb927.11.17470		4697371	4697748	partial	NODE_2433_length_2267_cov_5.813242:428-248
Tb927.11.17470:mRNA		4697371	4697748	partial	NODE_2433_length_2267_cov_5.813242:428-248
exon_Tb927.11.17470-E1		4697371	4697545	complete	NODE_2433_length_2267_cov_5.813242:428-254
exon_Tb927.11.17470-E3		4697738	4697748	complete	NODE_2799_length_1899_cov_13.952250:1820-1810
Tb927.11.17470:mRNA-p1-CDS1		4697371	4697545	complete	NODE_2433_length_2267_cov_5.813242:428-254
Tb927.11.17470:mRNA-p1-CDS3		4697738	4697748	complete	NODE_2799_length_1899_cov_13.952250:1820-1810
Tb927.10.5520		1385422	1387461	complete	NODE_17_length_158671_cov_10.156652:140194-142233
Tb927.10.5520:mRNA		1385422	1387461	complete	NODE_17_length_158671_cov_10.156652:140194-142233
exon_Tb927.10.5520-E1		1385422	1387461	complete	NODE_17_length_158671_cov_10.156652:140194-142233
Tb927.10.5520:mRNA-p1-CDS1		1385748	1386719	complete	NODE_17_length_158671_cov_10.156652:140520-141491
utr_Tb927.10.5520:mRNA_1		1385422	1385747	complete	NODE_17_length_158671_cov_10.156652:140194-140519
utr_Tb927.10.5520:mRNA_2		1386720	1387461	complete	NODE_17_length_158671_cov_10.156652:141492-142233
Tb927.8.5090		1502444	1508604	complete	NODE_37_length_110165_cov_10.295073:82940-76780
